,gene_name,uniprot_id,larval_lethal
0,TC003127,A0A139WLF4,other lethal
1,TC002944,D6WH14,other lethal
2,TC009994,D6WR58,other lethal
3,TC001072,D6W9Y0,other lethal
4,TC010428,D6WKN0,other lethal
5,TC003479,D6WGY3,other lethal
6,TC005395,D6WZ30,other lethal
7,TC014515,D6WP57,other lethal
8,TC011021,D6X4X0,other lethal
9,TC001635,D6W6L7,other lethal
10,TC013867,D6WNN4,other lethal
11,TC016154,D6WBI0,other lethal
12,TC015332,D2A4P0,other lethal
13,TC008488,D2A2P3,other lethal
14,TC009008,D6WPX0,other lethal
15,TC033968,A0A139WDS3,other lethal
16,TC005391,D6WUN6,other lethal
17,TC000243,D6WBT9,other lethal
18,TC006282,D6WVV0,other lethal
19,TC033635,A0A139WFQ4,other lethal
20,TC011475,D6X505,other lethal
21,TC010100,D6WS98,other lethal
22,TC006621,D6WXY0,other lethal
23,TC015959,D6WU16,other lethal
24,TC002994,D6WGI5,other lethal
25,TC005882,D6WVS1,other lethal
26,TC010199,D6WTK8,other lethal
27,TC009938,D6WQI2,other lethal
28,TC009027,A0A139WEJ8,other lethal
29,TC009105,D6WUA4,other lethal
30,TC010830,D6W7G7,other lethal
31,TC009258,D6WSE4,other lethal
32,TC009545,D6WSD5,other lethal
33,TC009279,D6WS17,other lethal
34,TC015061,D2A641,other lethal
35,TC034726,A0A139WGK9,other lethal
36,TC015193,D2A5D2,other lethal
37,TC015300,D2A4V3,other lethal
38,TC014753,D6WJA4,other lethal
39,TC013118,D6WNW9,other lethal
40,TC013231,D6WMJ0,other lethal
41,TC014562,D6WMI1,other lethal
42,TC014454,D6WM15,other lethal
43,TC014434,D6WLY0,other lethal
44,TC013385,D6WLU5,other lethal
45,TC030751,D6WLD9,other lethal
46,TC014286,D6WL27,other lethal
47,TC004120,D6W6Q5,other lethal
48,TC013560,D6WKV1,other lethal
49,TC010400,D6WKS8,other lethal
50,TC013790,D6WJE2,other lethal
51,TC013860,D6WNP5,other lethal
52,TC013870,D6WNN0,other lethal
53,TC013931,D6WNL2,other lethal
54,TC013922,D6WNA9,other lethal
55,TC007075,D2A1P3,other lethal
56,TC007190,D2A0W8,other lethal
57,TC008130,D1ZZZ0,other lethal
58,TC008030,D1ZZE8,other lethal
59,TC008015,D1ZZB6,other lethal
60,TC007971,D2A3E8,other lethal
61,TC007928,D2A360,other lethal
62,TC007585,D2A323,other lethal
63,TC007903,D2A2Z0,other lethal
64,TC007832,D2A2D3,other lethal
65,TC007684,D2A291,other lethal
66,TC004395,D6X558,other lethal
67,TC002444,D6WI56,other lethal
68,TC004382,D6X531,other lethal
69,TC003838,D6WFK0,other lethal
70,TC011241,D6X3F5,other lethal
71,TC011023,D6X4W8,other lethal
72,TC000042,D6WDE3,other lethal
73,TC002961,D6WGY1,other lethal
74,TC003426,D6WGH1,other lethal
75,TC003011,D6WGF1,other lethal
76,TC003351,D6WFE2,other lethal
77,TC030757,D6WF00,other lethal
78,TC011437,D6X4M6,other lethal
79,TC001257,D6WBA5,other lethal
80,TC001251,D6WB91,other lethal
81,TC000359,D6WAQ0,other lethal
82,TC000443,D6WA84,other lethal
83,TC001100,D6WA47,other lethal
84,TC000506,D6W9X9,other lethal
85,TC000969,D6W9B9,other lethal
86,TC000621,D6W9A1,other lethal
87,TC000928,D6W948,other lethal
88,TC011694,A0A139WC42,other lethal
89,TC011896,D6WZ57,other lethal
90,TC016288,D6X2V6,other lethal
91,TC011310,D6X3W5,other lethal
92,TC034312,A0A139WC93,other lethal
93,TC012117,D6X1U8,other lethal
94,TC012162,D6X0Q6,other lethal
95,TC006782,D6WUV2,other lethal
96,TC005366,D6WUS6,other lethal
97,TC005390,D6WUN7,other lethal
98,TC034166,A0A139WD67,other lethal
99,TC034166,A0A139WD67,other lethal
100,TC006623,D6WXY3,other lethal
101,TC034123,A0A139WDL6,other lethal
102,TC006521,D6WXC6,other lethal
103,TC005594,D6WXC2,other lethal
104,TC005665,D6WX00,other lethal
105,TC030614,D6WW84,other lethal
106,TC005937,D6WVG6,other lethal
107,TC006210,D6WVE7,other lethal
108,TC005996,D6WUX0,other lethal
109,TC034819,A0A139WDR9,other lethal
110,TC009949,D6WQL4,other lethal
111,TC015605,D2A5W8,other lethal
112,TC015424,D2A4U7,other lethal
113,TC014777,D6WJN8,other lethal
114,TC011289,D6X3R6,other lethal
115,TC014762,D6WJD4,other lethal
116,TC014758,D6WJC1,other lethal
117,TC014725,D6WP28,other lethal
118,TC013107,D6WNZ5,other lethal
119,TC013168,D6WNC6,other lethal
120,TC013181,D6WN21,other lethal
121,TC013234,D6WMI0,other lethal
122,TC013396,D6WLS6,other lethal
123,TC013555,D6WKW8,other lethal
124,TC013940,D6WNM5,other lethal
125,TC012887,D7EJ17,other lethal
126,TC008486,D2A2N9,other lethal
127,TC016093,D6X3L4,other lethal
128,TC000127,D6WDC2,other lethal
129,TC004968,D6WD03,other lethal
130,TC004990,D6WC01,other lethal
131,TC034139,A0A139WCP9,other lethal
132,TC005857,A0A139WDH0,other lethal
133,TC005922,D6WVJ9,other lethal
134,TC006191,D6WVB5,other lethal
135,TC009979,D6WQT6,other lethal
136,TC034808,A0A139WER2,other lethal
137,TC030702,D6WPZ6,other lethal
138,TC009675,D6WTT2,other lethal
139,TC015626,D2A605,other lethal
140,TC015205,D2A5A1,other lethal
141,TC011028,D6X4W0,other lethal
142,TC013064,D6WJA3,other lethal
143,TC013235,D6WMH7,other lethal
144,TC013642,D6W6T9,other lethal
145,TC013713,D6WK36,other lethal
146,TC013917,Q0Z935,other lethal
147,TC011547,D6W6D9,other lethal
148,TC008220,D2A0J7,other lethal
149,TC007337,D2A063,other lethal
150,TC007430,D1ZZM9,other lethal
151,TC007686,D2A288,other lethal
152,TC031337,A0A139WB28,other lethal
153,TC002585,D6WFJ8,other lethal
154,TC011461,A0A139WAP9,other lethal
155,TC011025,D6X4W4,other lethal
156,TC002968,D6WGW9,other lethal
157,TC031425,A0A139WAR5,other lethal
158,TC003350,D6WFE0,other lethal
159,TC000577,D6W9I0,other lethal
160,TC000968,D6W9B8,other lethal
161,TC000667,D6W8Z6,other lethal
162,TC004839,D6WB22,other lethal
163,TC012843,D6X177,other lethal
164,TC012727,D6WZU4,other lethal
165,TC012345,D6X1S8,other lethal
166,TC012306,D6X0P4,other lethal
167,TC006745,D6WZ06,other lethal
168,TC005653,D6WX16,other lethal
169,TC005724,D6WWL9,other lethal
170,TC030219,D6WTL4,other lethal
171,TC014076,Q8T8E3,other lethal
172,TC010208,A0A139WEB1,other lethal
173,TC033221,A0A139WHE5,other lethal
174,TC009730,D6WUA9,other lethal
175,TC033102,A0A139WIE4,other lethal
176,TC031132,A0A139WHY2,other lethal
177,TC007016,D2A2S1,other lethal
178,TC008354,D2A198,other lethal
179,TC008315,D2A127,other lethal
180,TC011455,D6X4V7,other lethal
181,TC008014,D1ZZB5,other lethal
182,TC007976,D2A3F8,other lethal
183,TC007943,D2A389,other lethal
184,TC003920,D6WHM6,other lethal
185,TC003871,D6WG89,other lethal
186,TC003850,D6WFW1,other lethal
187,TC003829,D6WFH6,other lethal
188,TC011073,D6X4G8,other lethal
189,TC002698,D6WDX1,other lethal
190,TC003696,D6WDP1,other lethal
191,TC003672,D6WDJ4,other lethal
192,TC000143,D6WDF2,other lethal
193,TC000098,D6WIS5,other lethal
194,TC002890,D6WHJ4,other lethal
195,TC002922,D6WHD0,other lethal
196,TC003451,A0A139WL08,other lethal
197,TC003416,D6WGF9,other lethal
198,TC003407,D6WG76,other lethal
199,TC003027,D6WG53,other lethal
200,TC032356,A0A139WLW3,other lethal
201,TC001558,D6WFS0,other lethal
202,TC032347,A0A139WM46,other lethal
203,TC032308,A0A139WL83,other lethal
204,TC003293,D6WEU4,other lethal
205,TC003172,D6WEL0,other lethal
206,TC001375,D6WCP5,other lethal
207,TC001316,D6WBW8,other lethal
208,TC001256,D6WBA4,other lethal
209,TC000313,D6WAZ0,other lethal
210,TC000350,D6WAS3,other lethal
211,TC001101,D6WA49,other lethal
212,TC001098,D6WA44,other lethal
213,TC032166,A0A139WN15,other lethal
214,TC001073,D6W9Y2,other lethal
215,TC012898,D7EJ13,other lethal
216,TC005086,D2CG02,other lethal
217,TC005185,D6W7F7,other lethal
218,TC016051,A0A139WNV8,other lethal
219,TC004131,D6W6N0,other lethal
220,TC012873,D6X1C7,other lethal
221,TC011620,D6X1A1,other lethal
222,TC012801,D6X0H2,other lethal
223,TC034891,A0A139WBN9,other lethal
224,TC011774,D6WZT8,other lethal
225,TC011785,D6WZR0,other lethal
226,TC012678,D6WZI9,yes
227,TC012678,D6WZI9,other lethal
228,TC011905,D6X3D9,yes
229,TC012553,D6X364,yes
230,TC016289,D6X2V8,yes
231,TC012508,D6X2U1,yes
232,TC012484,D6X2Q1,other lethal
233,TC012037,D6X2A5,yes
234,TC012037,D6X2A5,other lethal
235,TC012094,D6X206,yes
236,TC012094,D6X206,other lethal
237,TC012336,D6X1R2,yes
238,TC034275,A0A139WC30,yes
239,TC001942,D6X161,yes
240,TC001942,D6X161,other lethal
241,TC004316,D6X120,other lethal
242,TC012307,D6X0P6,other lethal
243,TC000874,D6W8W4,yes
244,TC000874,D6W8W4,other lethal
245,TC000871,D6W8V9,other lethal
246,TC006818,D6WVA6,yes
247,TC006818,D6WVA6,other lethal
248,TC006814,D6WV99,yes
249,TC005396,D6WZ28,yes
250,TC006690,D6WYH7,yes
251,TC006690,D6WYH7,other lethal
252,TC015766,D2A3V8,other lethal
253,TC015753,D2A3T2,yes
254,TC015699,D2A6H5,other lethal
255,TC015397,D2A4N8,yes
256,TC015397,D2A4N8,other lethal
257,TC014362,D6WLJ5,yes
258,TC014362,D6WLJ5,other lethal
259,TC030884,A0A139WP68,other lethal
260,TC013212,D6WMN2,other lethal
261,TC012682,D6WZK2,yes
262,TC012682,D6WZK2,yes
263,TC012682,D6WZK2,other lethal
264,TC012375,D6X1Y2,yes
265,TC012375,D6X1Y2,other lethal
266,TC011762,D6WZV7,yes
267,TC010388,D6WGP4,other lethal
268,TC009721,D6WU92,other lethal
269,TC008519,D2A2U3,yes
270,TC032822,G3M3K4,yes
271,TC032760,A0A139WIU3,yes
272,TC032825,A0A139WJL0,other lethal
273,TC006425,D6WWR5,yes
274,TC004721,A0A139WPG1,yes
275,TC002710,D6WDU3,yes
276,TC001383,D6WCR2,yes
277,TC001107,D6WA64,yes
278,TC001107,D6WA64,yes
279,TC000746,D6W8K1,yes
280,TC000237,D6WBV2,yes
281,TC001888,D7EJQ7,yes
282,TC002065,A0A139WAV8,yes
283,TC001437,D7EIL0,other lethal
284,TC030701,A0A139WK08,other lethal
285,TC030601,D6WU15,other lethal
286,TC030596,D6WYE6,other lethal
287,TC030588,D2A6I0,other lethal
288,TC016345,D6WPD0,other lethal
289,TC016342,D6WPD3,other lethal
290,TC016200,D6X4R5,other lethal
291,TC015976,D6WYC2,other lethal
292,TC015972,D6WYD1,other lethal
293,TC033612,A0A139WFI8,other lethal
294,TC015839,D2A481,other lethal
295,TC015830,D2A465,yes
296,TC033427,A0A139WFZ3,yes
297,TC015642,D2A639,other lethal
298,TC015364,D2A4G3,other lethal
299,TC015213,D2A586,other lethal
300,TC015062,D2A637,yes
301,TC015062,D2A637,other lethal
302,TC014963,D2A3Q3,yes
303,TC014885,D2A470,yes
304,TC014862,D2A4B7,yes
305,TC014795,D6WJS3,yes
306,TC014741,D6WJ85,yes
307,TC014741,D6WJ85,other lethal
308,TC014717,D6WP05,yes
309,TC014695,D6WNX1,other lethal
310,TC033217,A0A139WHP1,other lethal
311,TC014638,D6WN30,other lethal
312,TC014542,D6WMD1,yes
313,TC014533,D6WUE8,other lethal
314,TC014519,D6WP50,other lethal
315,TC014443,D6WLZ7,yes
316,TC014402,D6WLS4,yes
317,TC014402,D6WLS4,other lethal
318,TC014402,D6WLS4,other lethal
319,TC014400,D6WLS0,other lethal
320,TC014308,D6WL77,yes
321,TC014248,D6WKU9,yes
322,TC014241,D6W786,yes
323,TC031495,A0A139WP72,yes
324,TC014181,D6W6W4,yes
325,TC014152,D6WKI7,yes
326,TC014111,D6WKA3,yes
327,TC014081,A0A139WHZ3,yes
328,TC014075,D6WK19,yes
329,TC014056,D6WJY6,other lethal
330,TC014024,D6WJH2,other lethal
331,TC014024,D6WJH2,other lethal
332,TC033026,A0A139WI26,yes
333,TC013913,D6WMR3,yes
334,TC013912,D6WMR2,yes
335,TC013890,D6WMR1,yes
336,TC013858,D6WNP8,yes
337,TC013858,D6WNP8,yes
338,TC013717,D6WK30,yes
339,TC013655,D6WKJ3,yes
340,TC013650,A0A139WID9,yes
341,TC013645,D6WKL2,yes
342,TC031494,A0A139WNP4,yes
343,TC013622,D6W6Y1,yes
344,TC031509,A0A139WP02,yes
345,TC031511,A0A139WPG0,other lethal
346,TC013539,D6WKZ7,yes
347,TC013536,D6WL01,yes
348,TC013528,D6WL19,other lethal
349,TC013451,D6WLF3,yes
350,TC013451,D6WLF3,yes
351,TC013355,D6WM21,other lethal
352,TC013294,D6WP55,other lethal
353,TC013240,D6WMG8,other lethal
354,TC033193,A0A139WHJ3,other lethal
355,TC031157,A0A139WHA8,yes
356,TC013119,D6WNW8,yes
357,TC012899,D7EJ16,yes
358,TC012866,D6X1B7,other lethal
359,TC012859,D6X1A2,yes
360,TC012850,D6X187,yes
361,TC012819,D6X0W5,yes
362,TC012816,D6X0V8,yes
363,TC012816,D6X0V8,other lethal
364,TC034448,A0A139WC13,yes
365,TC012735,D6WZW5,other lethal
366,TC034436,A0A139WBR8,other lethal
367,TC012672,D6WZH9,other lethal
368,TC012655,D6WZE7,other lethal
369,TC012539,A0A139WBI8,other lethal
370,TC034362,A0A139WB79,other lethal
371,TC012475,D6X2M7,other lethal
372,TC012449,D6X2C9,yes
373,TC012449,D6X2C9,other lethal
374,TC012356,D6X1U5,other lethal
375,TC012348,D6X1T4,yes
376,TC012278,D6X0K3,yes
377,TC012175,D6X0N2,yes
378,TC012133,D6X1R1,other lethal
379,TC012121,D6X1T8,yes
380,TC012035,D6X2A9,yes
381,TC012032,D6X2B8,yes
382,TC012032,D6X2B8,other lethal
383,TC012018,D6X2E8,other lethal
384,TC012015,D6X2G0,yes
385,TC012015,D6X2G0,other lethal
386,TC011986,A0A139WBA2,yes
387,TC011986,A0A139WBA2,other lethal
388,TC011978,D6X2R7,yes
389,TC011938,D6X365,yes
390,TC011937,D6X366,yes
391,TC011861,D6WZC0,yes
392,TC011771,D6WZU5,other lethal
393,TC011769,D6WZU7,yes
394,TC034444,A0A139WBS3,yes
395,TC034444,A0A139WBS3,other lethal
396,TC011748,D6WZY2,other lethal
397,TC034449,A0A139WBT4,other lethal
398,TC011697,Q6W2J7,other lethal
399,TC011690,D6X0G8,other lethal
400,TC011656,D6X0U8,other lethal
401,TC011538,D6W6C0,yes
402,TC011514,D6W6E8,yes
403,TC011404,D6X4G2,other lethal
404,TC011325,D6X3Z6,yes
405,TC011311,D6X3W6,other lethal
406,TC011263,D6X3J7,yes
407,TC011263,D6X3J7,yes
408,TC011263,D6X3J7,other lethal
409,TC011251,D6X3H4,yes
410,TC011251,D6X3H4,other lethal
411,TC011225,D6X3I9,yes
412,TC011193,D6X3U4,yes
413,TC011193,D6X3U4,other lethal
414,TC011192,D6X3U7,yes
415,TC011139,A1YR27,other lethal
416,TC011056,D6X4J7,other lethal
417,TC010961,D6X1I3,yes
418,TC010900,D6WN74,yes
419,TC010900,D6WN74,other lethal
420,TC010853,A0A139WPC3,yes
421,TC010853,A0A139WPC3,other lethal
422,TC010850,D6W7M3,yes
423,TC010850,D6W7M3,other lethal
424,TC010848,D6W7L5,yes
425,TC010838,D6W7J0,yes
426,TC010653,D6X2I0,yes
427,TC010652,D6X2I6,other lethal
428,TC010639,D6X2L5,yes
429,TC010635,D6X2M2,other lethal
430,TC010596,D6WUC4,yes
431,TC010595,D6WUC0,other lethal
432,TC010549,D6WE23,yes
433,TC010516,A0A139WL24,yes
434,TC010516,A0A139WL24,other lethal
435,TC010496,D6WE64,yes
436,TC010493,D6WE69,yes
437,TC010440,D6WKM4,yes
438,TC010421,D6WKN9,yes
439,TC010421,D6WKN9,other lethal
440,TC010406,D6WKS0,yes
441,TC010404,A0A139WIM6,yes
442,TC010334,D6WGD6,yes
443,TC033836,A0A139WEY5,other lethal
444,TC010104,D6WSJ1,yes
445,TC010041,D6WRP1,yes
446,TC010041,D6WRP1,other lethal
447,TC010010,D6WR91,yes
448,TC009998,D6WR65,other lethal
449,TC009965,D6WQP8,yes
450,TC009965,D6WQP8,other lethal
451,TC009918,D6WQE8,yes
452,TC033736,A0A139WF46,yes
453,TC033736,A0A139WF46,yes
454,TC009847,D6WPZ9,yes
455,TC009819,D6WPU3,yes
456,TC009742,D6WPF2,other lethal
457,TC009710,D6WU66,yes
458,TC009710,D6WU66,other lethal
459,TC033602,A0A139WFK7,yes
460,TC009573,D6WSI6,other lethal
461,TC009542,D6WSD0,other lethal
462,TC009539,D6WSC6,yes
463,TC009507,D6WRW9,yes
464,TC009489,A0A139WFR7,yes
465,TC009489,A0A139WFR7,other lethal
466,TC009484,D6WRI4,yes
467,TC009461,D6WRD3,yes
468,TC009461,D6WRD3,other lethal
469,TC009261,D6WSD4,other lethal
470,TC009185,D6WTB1,other lethal
471,TC009110,D6WU90,other lethal
472,TC008909,D6WQH4,yes
473,TC008865,D6WQR6,yes
474,TC008865,D6WQR6,other lethal
475,TC031207,A0A139WEX4,other lethal
476,TC008844,D6WR35,other lethal
477,TC033868,A0A139WF56,other lethal
478,TC008696,D6WSQ2,yes
479,TC008696,D6WSQ2,other lethal
480,TC033856,A0A139WEY0,yes
481,TC008489,D2A2P4,yes
482,TC008489,D2A2P4,other lethal
483,TC008466,Q26974,yes
484,TC008417,D2A1M9,other lethal
485,TC008414,D2A1M4,other lethal
486,TC008409,D2A1L5,other lethal
487,TC008272,D2A0U8,other lethal
488,TC008189,D2A0B8,yes
489,TC008189,D2A0B8,other lethal
490,TC008185,A0A139WJ52,other lethal
491,TC008163,D2A057,other lethal
492,TC008009,A0A139WJ21,yes
493,TC007953,D2A3B9,other lethal
494,TC031096,A0A139WIS0,yes
495,TC007785,D2A1W9,other lethal
496,TC007751,D2A1F6,other lethal
497,TC007732,D2A1S6,yes
498,TC007732,D2A1S6,other lethal
499,TC032719,A0A139WID5,yes
500,TC007655,D2A2G4,yes
501,TC007613,D2A2W8,yes
502,TC007613,D2A2W8,other lethal
503,TC007598,D2A2Z8,yes
504,TC007472,D1ZZC9,yes
505,TC007438,D1ZZL5,yes
506,TC007438,D1ZZL5,other lethal
507,TC007346,D2A042,yes
508,TC007345,D2A044,yes
509,TC032851,A0A139WJB9,yes
510,TC007082,D2A1M1,yes
511,TC007047,D2A233,yes
512,TC007014,D2A2S4,yes
513,TC007012,D2A2T1,other lethal
514,TC006810,D6WV90,other lethal
515,TC006776,D6WUS7,yes
516,TC006711,D6WYL1,yes
517,TC031288,A0A139WCT7,yes
518,TC006589,D6WXQ3,yes
519,TC006560,D6WXK4,yes
520,TC006550,D6WXI4,yes
521,TC006533,D6WXF7,yes
522,TC006481,D6WX42,other lethal
523,TC006470,D6WX23,yes
524,TC006466,D6WX11,yes
525,TC006466,D6WX11,yes
526,TC006450,D6WWX9,yes
527,TC031278,A0A139WD26,yes
528,TC031278,A0A139WD26,other lethal
529,TC006390,D6WWJ2,yes
530,TC006390,D6WWJ2,other lethal
531,TC006380,D6WWF5,yes
532,TC006359,D6WWB7,other lethal
533,TC006314,D6WW21,yes
534,TC006313,D6WW17,other lethal
535,TC006290,D6WVX3,yes
536,TC006235,D6WVJ6,other lethal
537,TC006216,D6WVF7,yes
538,TC006174,D6WV10,other lethal
539,TC006167,D6WUZ8,yes
540,TC033971,A0A139WE23,yes
541,TC005967,D6WV31,yes
542,TC005944,D6WVF2,yes
543,TC034004,A0A139WE04,yes
544,TC034050,A0A139WDA2,yes
545,TC034050,A0A139WDA2,other lethal
546,TC005788,D6WW96,other lethal
547,TC005785,D6WWA0,other lethal
548,TC005755,D6WWG4,yes
549,TC005712,D6WWN9,yes
550,TC005664,D6WX01,yes
551,TC005652,D6WX17,yes
552,TC005620,D6WX71,yes
553,TC005575,D6WXF5,other lethal
554,TC005570,D6WXG2,yes
555,TC005549,D6WXK6,other lethal
556,TC005548,D6WXL0,yes
557,TC034132,A0A139WCQ8,yes
558,TC005512,D6WXT8,other lethal
559,TC005491,D6WY04,yes
560,TC005347,D6WUV1,yes
561,TC009312,D6WRV2,yes
562,TC005073,D7EK09,yes
563,TC005070,D7EK03,other lethal
564,TC005006,D6WBZ8,yes
565,TC004976,D6WD16,yes
566,TC004955,D6WCY6,yes
567,TC004911,D6WCK0,yes
568,TC004871,D6WBN4,yes
569,TC004871,D6WBN4,other lethal
570,TC004846,A0A139WNG2,yes
571,TC031968,A0A139WN11,yes
572,TC004789,D6W849,yes
573,TC004777,D6W820,other lethal
574,TC004749,D6W7W6,other lethal
575,TC004724,D6W7C6,yes
576,TC004724,D6W7C6,other lethal
577,TC004713,D6W6I2,yes
578,TC034513,A0A139WPJ4,yes
579,TC004653,D6W6H8,yes
580,TC031967,A0A139WNM9,yes
581,TC004489,D6WCG2,yes
582,TC004405,D7EJW6,other lethal
583,TC004393,A0A139WAL3,other lethal
584,TC004388,D6X546,yes
585,TC004385,D6X539,yes
586,TC004385,D6X539,other lethal
