,gene_name,uniprot_id,larval_lethal
587,TC004384,D6X537,yes
588,TC004384,D6X537,other lethal
589,TC008506,D2A2S0,yes
590,TC031486,A0A139WP14,yes
591,TC004129,A0A139WNL8,yes
592,TC004114,D6W6S0,yes
593,TC004114,D6W6S0,yes
594,TC033895,A0A139WE60,yes
595,TC034633,A0A139WKD3,yes
596,TC003908,A0A139WJY1,yes
597,TC032626,A0A139WKI3,yes
598,TC003886,D6WH57,yes
599,TC003872,D6WG91,yes
600,TC031060,A0A139WK14,yes
601,TC031060,A0A139WK14,other lethal
602,TC003811,D6WF48,yes
603,TC003811,D6WF48,other lethal
604,TC031052,A0A139WKQ1,other lethal
605,TC032549,A0A139WK91,yes
606,TC003773,D6WEM3,yes
607,TC003763,D6WEC2,other lethal
608,TC003716,D6WDU2,yes
609,TC003716,D6WDU2,other lethal
610,TC003707,D6WDR9,yes
611,TC003702,D6WDQ7,yes
612,TC003690,D6WDN3,yes
613,TC003690,D6WDN3,other lethal
614,TC003675,D6WDJ8,yes
615,TC003597,A0A139WLF7,other lethal
616,TC003594,D6WI59,other lethal
617,TC003570,D6WHT9,other lethal
618,TC003564,D6WHS6,yes
619,TC003562,D6WHS3,yes
620,TC003528,D6WHE3,yes
621,TC003467,D6WGV9,yes
622,TC003433,D6WGI6,yes
623,TC003429,D6WGH5,other lethal
624,TC003167,D6WEU3,yes
625,TC003167,D6WEU3,other lethal
626,TC003068,D6WFP3,yes
627,TC003068,D6WFP3,other lethal
628,TC002943,D6WH16,yes
629,TC032396,A0A139WLF5,yes
630,TC002825,D6WI90,yes
631,TC002825,D6WI90,other lethal
632,TC002814,D6WIB5,yes
633,TC002730,D6WDR0,other lethal
634,TC032495,A0A139WKY6,yes
635,TC032495,A0A139WKY6,other lethal
636,TC002638,D6WF28,yes
637,TC002622,D6WF54,yes
638,TC002622,D6WF54,other lethal
639,TC002602,D6WFG7,other lethal
640,TC002550,D6WFY7,yes
641,TC032581,A0A139WKQ2,yes
642,TC034629,A0A139WK72,yes
643,TC002488,A0A139WKG6,yes
644,TC002409,D6WIK4,other lethal
645,TC002395,D6WIW7,yes
646,TC031264,A0A139WDX0,other lethal
647,TC002131,A0A139WKQ8,other lethal
648,TC001922,D6X166,other lethal
649,TC031771,A0A139WNV6,other lethal
650,TC001874,D7EJN5,other lethal
651,TC001667,D6X1K8,other lethal
652,TC001573,D6WFR8,other lethal
653,TC031939,A0A139WAW7,other lethal
654,TC001434,D7EIL8,other lethal
655,TC001199,D6WAQ3,other lethal
656,TC001135,D6WAB6,other lethal
657,TC000870,D6W8V8,other lethal
658,TC000827,A0A139WM33,other lethal
659,TC032066,A0A139WMM8,other lethal
660,TC000734,D6W8M6,other lethal
661,TC000609,D6W9C8,other lethal
662,TC000575,D6W9I5,other lethal
663,TC000505,D6W9Y1,other lethal
664,TC000478,D6WA27,other lethal
665,TC000456,D6WA67,other lethal
666,TC000408,D6WAF3,other lethal
667,TC000187,A0A139WME2,other lethal
668,TC000147,D7EJT2,other lethal
669,TC000030,D6WE76,other lethal
670,TC011608,D6X1C8,yes
671,TC012830,D6X0Y1,other lethal
672,TC012811,D6X0U5,other lethal
673,TC012805,D6X0R9,yes
674,TC011868,D6WZB1,yes
675,TC011868,D6WZB1,other lethal
676,TC030680,D6X1W2,yes
677,TC001943,D6X165,yes
678,TC001943,D6X165,other lethal
679,TC006019,D6WUJ3,other lethal
680,TC005373,D6WUR2,yes
681,TC006704,D6WYJ4,other lethal
682,TC010210,D6WTN5,yes
683,TC033884,A0A139WE28,yes
684,TC008709,D6WSM2,yes
685,TC008709,D6WSM2,other lethal
686,TC033818,A0A139WEK9,yes
687,TC033770,A0A139WEM6,yes
688,TC008956,D6WQ80,yes
689,TC009848,D6WQ00,other lethal
690,TC033636,A0A139WFG4,yes
691,TC033636,A0A139WFG4,other lethal
692,TC033588,A0A139WFQ6,other lethal
693,TC009499,D6WRV5,other lethal
694,TC014995,D2A6F5,other lethal
695,TC015613,D2A5X8,other lethal
696,TC033036,A0A139WI00,other lethal
697,TC007870,D2A2K0,other lethal
698,TC003821,A0A139WKH9,yes
699,TC034619,A0A139WKT3,other lethal
700,TC010518,D6WDY7,yes
701,TC010518,D6WDY7,other lethal
702,TC002738,D6WDP3,other lethal
703,TC003327,D6WF80,other lethal
704,TC032313,A0A139WLX1,other lethal
705,TC003272,D6WEJ1,other lethal
706,TC003272,D6WEJ1,yes
707,TC003272,D6WEJ1,yes
708,TC032184,A0A139WMP5,yes
709,TC032169,A0A139WN39,yes
710,TC032160,A0A139WMU9,yes
711,TC032147,A0A139WMZ4,yes
712,TC032147,A0A139WMZ4,other lethal
713,TC000819,D6W8I8,other lethal
714,TC016231,D6X4S3,yes
715,TC030667,D6WIC0,yes
716,TC030667,D6WIC0,other lethal
717,TC030624,A0A139WI65,yes
718,TC030624,A0A139WI65,other lethal
719,TC030613,D2A4I9,other lethal
720,TC016350,D6WPC5,other lethal
721,TC016315,D6WMR8,yes
722,TC016315,D6WMR8,other lethal
723,TC016306,D6WMT4,yes
724,TC016226,D6X4R4,yes
725,TC015956,D6WU07,yes
726,TC015835,D2A475,other lethal
727,TC015819,D2A443,yes
728,TC015819,D2A443,other lethal
729,TC015801,D2A412,other lethal
730,TC015785,D2A3Y7,yes
731,TC015659,D2A681,yes
732,TC034734,A0A139WGF9,other lethal
733,TC015454,D2A512,yes
734,TC015453,D2A511,other lethal
735,TC033317,A0A139WGK7,other lethal
736,TC015310,D2A4T5,yes
737,TC015256,D2A537,yes
738,TC015245,D2A557,yes
739,TC015217,D2A579,yes
740,TC015199,D2A5B5,yes
741,TC015199,D2A5B5,other lethal
742,TC034732,A0A139WGM2,other lethal
743,TC015135,D2A5P7,yes
744,TC015130,D2A5Q5,yes
745,TC015124,D2A5R8,yes
746,TC015096,D2A5W6,yes
747,TC015080,D2A604,other lethal
748,TC033415,A0A139WGB6,yes
749,TC014954,D2A3S6,yes
750,TC014952,D2A3T3,yes
751,TC033445,A0A139WGB7,other lethal
752,TC014882,D2A477,yes
753,TC014752,D6WJA2,yes
754,TC014672,D6WNI5,yes
755,TC014672,D6WNI5,other lethal
756,TC014606,D6WMW9,other lethal
757,TC014601,D6WMV9,yes
758,TC014514,D6WP58,yes
759,TC034783,A0A139WFQ7,yes
760,TC014506,D6WP71,yes
761,TC014506,D6WP71,other lethal
762,TC014483,D6WM66,other lethal
763,TC014471,D6WM44,other lethal
764,TC014453,D6WM14,yes
765,TC014441,D6WLZ5,other lethal
766,TC014275,D6WL05,other lethal
767,TC014272,D6WKZ4,yes
768,TC014119,D6WKB4,yes
769,TC014113,D6WKA5,yes
770,TC014101,A0A139WI93,yes
771,TC014101,A0A139WI93,other lethal
772,TC014023,D6WJH0,other lethal
773,TC013927,D6WNB7,yes
774,TC013923,D6WNB0,yes
775,TC013911,D6WMQ9,yes
776,TC013895,D6WMQ4,yes
777,TC013876,D6WNL5,yes
778,TC013876,D6WNL5,yes
779,TC013835,D6WIX9,other lethal
780,TC033042,A0A139WI44,yes
781,TC013782,A0A139WHY9,yes
782,TC013754,D6WJV7,yes
783,TC013738,D6WJY4,yes
784,TC013692,D6WKB8,yes
785,TC013692,D6WKB8,other lethal
786,TC013690,D6WKC0,yes
787,TC013477,D6WLA7,yes
788,TC013477,D6WLA7,other lethal
789,TC013340,D6WM57,yes
790,TC013187,D6WN12,yes
791,TC012453,D6X2E0,other lethal
792,TC034332,A0A139WCD2,yes
793,TC012303,D6X0N8,yes
794,TC012184,D6X0K0,other lethal
795,TC012178,D6X0M8,other lethal
796,TC012154,D6X103,yes
797,TC012058,D6X265,yes
798,TC012058,D6X265,other lethal
799,TC012053,D6X274,other lethal
800,TC031237,A0A139WCD0,other lethal
801,TC011920,D6X3A7,yes
802,TC011920,D6X3A7,yes
803,TC011820,D6WZK3,other lethal
804,TC011816,D6WZK7,yes
805,TC034439,A0A139WBR7,yes
806,TC012754,D6X009,yes
807,TC011712,D6X0C8,yes
808,TC011645,D6X0X5,yes
809,TC011645,D6X0X5,other lethal
810,TC031254,A0A139WBT0,other lethal
811,TC011549,D6W6E5,yes
812,TC011549,D6W6E5,other lethal
813,TC011522,D6W6D2,yes
814,TC011518,D6W6E1,yes
815,TC011518,D6W6E1,other lethal
816,TC011343,D6X428,yes
817,TC011326,D6X3Z7,yes
818,TC011321,D6X3Y9,other lethal
819,TC011249,D6X3H1,other lethal
820,TC031326,A0A139WB42,yes
821,TC011200,D6X3S8,yes
822,TC011200,D6X3S8,other lethal
823,TC034615,A0A139WL18,other lethal
824,TC011182,D6X3W3,yes
825,TC011142,D1MAI6,yes
826,TC011059,D6X4J2,yes
827,TC011043,D6X4T6,yes
828,TC031432,A0A139WAM3,yes
829,TC011022,D6X4W9,yes
830,TC031441,A0A139WAL9,other lethal
831,TC011012,D6X4Z2,yes
832,TC010977,D6X1G2,yes
833,TC010947,D6WN77,yes
834,TC010938,D6WN58,yes
835,TC010934,D6WN51,yes
836,TC010847,D6W7L2,yes
837,TC010831,A0A139WP74,other lethal
838,TC010825,D6W7H1,yes
839,TC010825,D6W7H1,other lethal
840,TC010820,D6W7H8,yes
841,TC010804,D6W7K0,yes
842,TC010798,D6W7L4,yes
843,TC010784,D6W7P5,yes
844,TC010774,D6W7R3,yes
845,TC010772,D6W7S2,yes
846,TC010772,D6W7S2,other lethal
847,TC010766,D6W7T6,yes
848,TC010758,D6W7U7,other lethal
849,TC010657,A0A139WB52,other lethal
850,TC010519,D6WDY5,yes
851,TC010519,D6WDY5,other lethal
852,TC010489,D6WE75,yes
853,TC010452,D6WKQ3,yes
854,TC010450,D6WKQ0,yes
855,TC010442,D6WKM7,other lethal
856,TC010437,D6WKL7,yes
857,TC010426,D6WKN3,other lethal
858,TC010395,D6WKU0,other lethal
859,TC010373,D6WGC2,yes
860,TC010373,D6WGC2,other lethal
861,TC010322,D6WGP5,yes
862,TC010322,D6WGP5,other lethal
863,TC010194,D6WTJ6,yes
864,TC010123,D6WSN4,yes
865,TC010123,D6WSN4,other lethal
866,TC033816,A0A139WES2,yes
867,TC033816,A0A139WES2,other lethal
868,TC010003,D6WR76,yes
869,TC010003,D6WR76,other lethal
870,TC009984,D6WR37,yes
871,TC009984,D6WR37,other lethal
872,TC009968,D6WQQ6,yes
873,TC009968,D6WQQ6,other lethal
874,TC033720,A0A139WEI2,yes
875,TC009846,D6WPZ7,yes
876,TC009820,D6WPU6,other lethal
877,TC009800,D6WPQ9,other lethal
878,TC009800,D6WPQ9,yes
879,TC009660,D6WTH8,yes
880,TC034766,A0A139WFK6,yes
881,TC034766,A0A139WFK6,other lethal
882,TC009557,D6WSF8,yes
883,TC009555,D6WSF4,yes
884,TC009555,D6WSF4,yes
885,TC009555,D6WSF4,other lethal
886,TC009538,D6WSC4,yes
887,TC009538,D6WSC4,other lethal
888,TC009440,D6WR06,yes
889,TC009438,D6WR02,yes
890,TC009430,D6WQZ0,yes
891,TC009365,D6WR25,yes
892,TC009354,D6WRD7,yes
893,TC009354,D6WRD7,yes
894,TC009354,D6WRD7,other lethal
895,TC009342,D6WRF8,yes
896,TC009342,D6WRF8,other lethal
897,TC009299,D6WRY4,other lethal
898,TC009268,D6WSB8,yes
899,TC009220,D6WSV6,yes
900,TC009214,D6WSW6,other lethal
901,TC009205,D6WSY0,other lethal
902,TC009172,D6WTE1,yes
903,TC009172,D6WTE1,other lethal
904,TC009163,D6WTG1,yes
905,TC009158,D6WTQ4,other lethal
906,TC009108,D6WU95,other lethal
907,TC009038,D6WPQ4,yes
908,TC009011,D6WPW5,other lethal
909,TC008992,D6WQ07,other lethal
910,TC008973,D6WQ49,yes
911,TC008954,A0A139WEW9,yes
912,TC008874,D6WQQ2,yes
913,TC008874,D6WQQ2,other lethal
914,TC008860,A0A139WEU8,yes
915,TC008704,D6WSN2,yes
916,TC008692,D6WSQ9,other lethal
917,TC008685,D6WT09,other lethal
918,TC008665,D6WT45,other lethal
919,TC008649,D6WT70,yes
920,TC008644,D6WT78,yes
921,TC008644,D6WT78,other lethal
922,TC008617,D6WTK4,yes
923,TC008617,D6WTK4,other lethal
924,TC008616,D6WTL2,other lethal
925,TC008606,D6WTM9,other lethal
926,TC008606,D6WTM9,other lethal
927,TC034816,A0A139WE51,yes
928,TC034816,A0A139WE51,other lethal
929,TC032355,A0A139WM14,yes
930,TC008478,D2A267,yes
931,TC008403,D2A1K8,yes
932,TC008372,D2A1C9,yes
933,TC008372,D2A1C9,other lethal
934,TC008308,D2A110,other lethal
935,TC008271,D2A0U6,yes
936,TC008241,D2A0N3,yes
937,TC008223,D2A0K3,yes
938,TC008216,D2A0J0,other lethal
939,TC008212,A0A139WJI4,yes
940,TC008186,D2A0A8,other lethal
941,TC008118,D1ZZW7,other lethal
942,TC008077,D1ZZP0,yes
943,TC008058,D1ZZJ8,other lethal
944,TC007993,D2A3J6,yes
945,TC007964,D2A3D8,yes
946,TC007964,D2A3D8,other lethal
947,TC007959,D2A3D0,other lethal
948,TC007927,D2A358,other lethal
949,TC007868,D2A2J8,other lethal
950,TC007809,D2A292,yes
951,TC007749,D2A1F0,yes
952,TC007745,A0A139WIE6,yes
953,TC007535,D2A3E3,yes
954,TC007530,D2A3F4,yes
955,TC007530,D2A3F4,other lethal
956,TC007521,D2A3H2,yes
957,TC032790,A0A139WJ37,yes
958,TC007507,D2A3J7,other lethal
959,TC007497,D1ZZ88,yes
960,TC007497,D1ZZ88,other lethal
961,TC007466,D1ZZE5,yes
962,TC007422,D1ZZP2,yes
963,TC007422,D1ZZP2,other lethal
964,TC007406,D1ZZS1,yes
965,TC007364,D2A013,yes
966,TC007324,D2A090,yes
967,TC007324,D2A090,other lethal
968,TC032839,A0A139WJ97,other lethal
969,TC032839,A0A139WJ97,other lethal
970,TC007199,D2A0V0,other lethal
971,TC007124,D2A197,other lethal
972,TC034177,A0A139WCN8,other lethal
973,TC006622,D6WXY2,other lethal
974,TC034135,A0A139WCV2,yes
975,TC034135,A0A139WCV2,other lethal
976,TC006611,D6WXU9,other lethal
977,TC034094,A0A139WDI5,yes
978,TC034094,A0A139WDI5,other lethal
979,TC006379,D6WWF3,other lethal
980,TC006352,D6WWA3,yes
981,TC006271,D6WVS3,yes
982,TC006222,D6WVH2,other lethal
983,TC006219,A0A139WDU8,other lethal
984,TC033993,A0A139WDW4,yes
985,TC006189,D6WV42,other lethal
986,TC006139,D6WUK9,other lethal
987,TC006102,D6WYR9,other lethal
988,TC006094,A0A139WDX8,other lethal
989,TC033958,A0A139WDU0,yes
990,TC006029,A0A139WDY6,yes
991,TC031270,A0A139WDP1,yes
992,TC006009,D6WUK7,yes
993,TC006009,D6WUK7,other lethal
994,TC033978,A0A139WE36,yes
995,TC033978,A0A139WE36,other lethal
996,TC033980,A0A139WDU9,yes
997,TC005930,D6WVH9,yes
998,TC034001,A0A139WE70,other lethal
999,TC005910,A0A139WE05,other lethal
1000,TC005895,D6WVP8,yes
1001,TC005890,D6WVQ7,yes
1002,TC005845,D6WVY6,other lethal
1003,TC005844,D6WVY8,other lethal
1004,TC005830,D6WW16,other lethal
1005,TC005819,D6WW40,other lethal
1006,TC005794,D6WW85,yes
1007,TC005794,D6WW85,other lethal
1008,TC005792,D6WW88,yes
1009,TC005792,D6WW88,other lethal
1010,TC034834,A0A139WCX1,other lethal
1011,TC005757,D6WWG2,yes
1012,TC005757,D6WWG2,other lethal
1013,TC005736,D6WWI5,other lethal
1014,TC005727,D6WWK8,yes
1015,TC005725,D6WWL1,yes
1016,TC005723,D6WWM1,yes
1017,TC005722,D6WWM4,yes
1018,TC005722,D6WWM4,yes
1019,TC005722,D6WWM4,other lethal
1020,TC005676,D6WWX6,other lethal
1021,TC005672,D6WWY2,yes
1022,TC005672,D6WWY2,other lethal
1023,TC005650,D6WX21,yes
1024,TC005644,D6WX36,yes
1025,TC005595,D6WXB8,yes
1026,TC005593,D6WXC5,yes
1027,TC005585,D6WXD7,other lethal
1028,TC005584,D6WXD8,other lethal
1029,TC005565,D6WXH1,other lethal
1030,TC005505,D6WXV6,other lethal
1031,TC005496,D6WXZ5,yes
1032,TC005496,D6WXZ5,other lethal
1033,TC005493,D6WXZ9,yes
1034,TC005486,D6WY14,yes
1035,TC005477,D6WY32,other lethal
1036,TC005447,A0A139WD02,yes
1037,TC005421,D6WYX1,other lethal
1038,TC005405,D6WZ05,yes
1039,TC005405,D6WZ05,yes
1040,TC005405,D6WZ05,other lethal
1041,TC005357,D6WUT8,yes
1042,TC005322,D6WV80,other lethal
1043,TC005308,D6WVA5,yes
1044,TC005308,D6WVA5,other lethal
1045,TC005305,D6WVB0,yes
1046,TC005305,D6WVB0,other lethal
1047,TC005303,D6WVB3,yes
1048,TC032006,A0A139WNE5,yes
1049,TC005232,D6WC30,other lethal
1050,TC005178,A0A139WP09,other lethal
1051,TC005166,D6W7F8,yes
1052,TC005163,D6W7G3,yes
1053,TC005163,D6W7G3,other lethal
1054,TC005099,D2CFZ3,yes
1055,TC005088,D2CG00,yes
1056,TC005074,D7EK11,yes
1057,TC005074,D7EK11,other lethal
1058,TC004978,D6WD18,yes
1059,TC004978,D6WD18,other lethal
1060,TC004939,D6WCU7,other lethal
1061,TC004868,D6WBM8,yes
1062,TC004868,D6WBM8,other lethal
1063,TC004838,A0A139WNS9,other lethal
1064,TC004803,D6W868,yes
1065,TC004803,D6W868,other lethal
1066,TC004751,D6W7W8,yes
1067,TC004751,D6W7W8,other lethal
1068,TC004732,D6W794,other lethal
1069,TC004719,A0A139WP60,yes
1070,TC004631,A0A139WP21,other lethal
1071,TC004609,D6W7Z8,yes
1072,TC004597,D6W821,yes
1073,TC004590,D6W835,other lethal
1074,TC004590,D6W835,other lethal
1075,TC004566,D6WB60,yes
1076,TC004566,D6WB60,other lethal
1077,TC032012,A0A139WNF2,other lethal
1078,TC004468,D6WCL3,yes
1079,TC004458,D6WCT5,other lethal
1080,TC004437,D6WCW8,other lethal
1081,TC004434,D6WCX4,yes
1082,TC004434,D6WCX4,other lethal
1083,TC004378,D6X524,other lethal
1084,TC031316,A0A139WAJ6,yes
1085,TC031316,A0A139WAJ6,other lethal
1086,TC004356,D6X565,other lethal
1087,TC004317,D6X126,yes
1088,TC004314,D6X118,yes
1089,TC004159,D6W6R3,yes
1090,TC004133,A0A139WNY6,other lethal
1091,TC004000,D6WIH3,other lethal
1092,TC032642,A0A139WK75,other lethal
1093,TC032642,A0A139WK75,yes
1094,TC003911,D6WHA8,other lethal
1095,TC032574,A0A139WK59,other lethal
1096,TC003826,D6WFH0,yes
1097,TC003817,D6WF61,yes
1098,TC003817,D6WF61,other lethal
1099,TC032563,A0A139WKD5,other lethal
1100,TC003800,D6WF20,yes
1101,TC003783,D6WEQ1,yes
1102,TC003759,D6WEB2,yes
1103,TC003759,D6WEB2,yes
1104,TC003759,D6WEB2,other lethal
1105,TC003754,D6WEA5,other lethal
1106,TC003747,D6WE90,yes
1107,TC003747,D6WE90,other lethal
1108,TC003655,D6WDG3,yes
1109,TC003493,D6WH13,other lethal
1110,TC003392,D6WG45,yes
1111,TC003392,D6WG45,other lethal
1112,TC003367,D6WFN6,yes
1113,TC003367,D6WFN6,other lethal
1114,TC003322,D6WF13,yes
1115,TC003204,D6WEE0,yes
1116,TC003132,D6WF79,yes
1117,TC003122,D6WF96,other lethal
1118,TC003016,D6WG78,yes
1119,TC003016,D6WG78,other lethal
1120,TC002995,D6WGI3,other lethal
1121,TC002993,D6WGI9,yes
1122,TC002983,D6WGL5,yes
1123,TC002963,D6WGX8,other lethal
1124,TC002951,D6WGZ7,yes
1125,TC002951,D6WGZ7,other lethal
1126,TC002915,D6WHF0,yes
1127,TC002876,D6WHT0,yes
1128,TC002876,D6WHT0,other lethal
1129,TC032418,A0A139WL23,other lethal
1130,TC002857,D6WHW1,other lethal
1131,TC002817,D6WIB0,yes
1132,TC002817,D6WIB0,yes
1133,TC002805,D6WIK7,yes
1134,TC034595,A0A139WLL3,yes
1135,TC002610,D6WF72,other lethal
1136,TC002540,D6WG88,yes
1137,TC002530,D6WGV2,yes
1138,TC002530,D6WGV2,yes
1139,TC002522,D6WH54,yes
1140,TC002496,D6WHA4,other lethal
1141,TC002476,D6WHQ1,other lethal
1142,TC002445,D6WI55,other lethal
1143,TC002425,D6WIH5,other lethal
1144,TC002141,D6WGS1,other lethal
1145,TC002088,D7EIV8,yes
1146,TC001770,D6W8E2,yes
1147,TC001733,D6W881,yes
1148,TC001594,D7GY40,other lethal
1149,TC001510,D7EI71,yes
1150,TC001467,D7EIL5,other lethal
1151,TC000986,D6W9F7,yes
1152,TC000986,D6W9F7,other lethal
1153,TC000973,D6W9C5,other lethal
1154,TC000970,D6W9C1,other lethal
1155,TC000749,D6W8J4,yes
1156,TC000739,D6W8L6,yes
1157,TC000737,D6W8M2,yes
1158,TC000537,D6W9R4,other lethal
1159,TC000487,D6WA11,other lethal
1160,TC000481,D6WA22,yes
1161,TC000463,D6WA54,yes
1162,TC000462,D6WA56,yes
1163,TC000434,D6WAB3,yes
1164,TC032198,A0A139WN98,yes
1165,TC000373,D6WAL8,yes
1166,TC000357,D6WAQ6,other lethal
1167,TC000316,D1MAH7,other lethal
1168,TC000304,D6WB96,other lethal
1169,TC032227,A0A139WN72,yes
1170,TC032227,A0A139WN72,other lethal
1171,TC000297,D6WBB3,other lethal
1172,TC000271,D6WBF5,yes
1173,TC000271,D6WBF5,other lethal
1174,TC000267,D6WBP4,yes
1175,TC000258,D6WBQ6,yes
1176,TC000258,D6WBQ6,other lethal
1177,TC000238,D6WBV1,yes
1178,TC000223,D6WC47,yes
1179,TC000192,D6WCA6,yes
1180,TC000185,A0A139WM51,other lethal
1181,TC000179,D6WCL9,yes
1182,TC000165,D6WCP6,yes
1183,TC000165,D6WCP6,other lethal
1184,TC000040,A0A139WL90,yes
1185,TC000040,A0A139WL90,other lethal
1186,TC000043,D6WDE2,yes
1187,TC000047,D6WDD3,yes
1188,TC000069,D6WD83,yes
1189,TC000069,D6WD83,other lethal
1190,TC000078,D6WIR7,other lethal
1191,TC000082,D6WIQ5,other lethal
1192,TC000087,D6WIQ7,yes
1193,TC000108,D6WD89,other lethal
1194,TC000144,D6WDF4,yes
1195,TC000161,D6WCQ4,yes
